,Entity Name,Plant Name,Nameplate Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Operating Month,Operating Year,Plant State,Age,emmR,emmF
16000,Southern California Edison Co,Solar Photovoltaic Project #15,0.5,Solar Photovoltaic,SUN,PV,1.0,2013.0,CA,6.0,0.0,0.0
16001,Southern California Edison Co,Solar Photovoltaic Project #15,0.5,Solar Photovoltaic,SUN,PV,1.0,2013.0,CA,6.0,0.0,0.0
16002,Southern California Edison Co,Solar Photovoltaic Project #15,0.5,Solar Photovoltaic,SUN,PV,1.0,2013.0,CA,6.0,0.0,0.0
16003,Southern California Edison Co,Solar Photovoltaic Project #15,0.5,Solar Photovoltaic,SUN,PV,1.0,2013.0,CA,6.0,0.0,0.0
16004,Southern California Edison Co,Solar Photovoltaic Project #15,0.5,Solar Photovoltaic,SUN,PV,1.0,2013.0,CA,6.0,0.0,0.0
16005,Southern California Edison Co,Solar Photovoltaic Project #15,0.5,Solar Photovoltaic,SUN,PV,1.0,2013.0,CA,6.0,0.0,0.0
16006,Southern California Edison Co,Solar Photovoltaic Project #16,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16007,Southern California Edison Co,Solar Photovoltaic Project #16,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16008,Southern California Edison Co,Solar Photovoltaic Project #16,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16009,Southern California Edison Co,Solar Photovoltaic Project #17,0.5,Solar Photovoltaic,SUN,PV,1.0,2015.0,CA,4.0,0.0,0.0
16010,Southern California Edison Co,Solar Photovoltaic Project #17,0.5,Solar Photovoltaic,SUN,PV,1.0,2015.0,CA,4.0,0.0,0.0
16011,Southern California Edison Co,Solar Photovoltaic Project #17,0.5,Solar Photovoltaic,SUN,PV,1.0,2015.0,CA,4.0,0.0,0.0
16012,Southern California Edison Co,Solar Photovoltaic Project #17,0.5,Solar Photovoltaic,SUN,PV,1.0,2015.0,CA,4.0,0.0,0.0
16013,Southern California Edison Co,Solar Photovoltaic Project #17,0.5,Solar Photovoltaic,SUN,PV,1.0,2015.0,CA,4.0,0.0,0.0
16014,Southern California Edison Co,Solar Photovoltaic Project #17,0.5,Solar Photovoltaic,SUN,PV,1.0,2015.0,CA,4.0,0.0,0.0
16015,Southern California Edison Co,Solar Photovoltaic Project #17,0.5,Solar Photovoltaic,SUN,PV,1.0,2015.0,CA,4.0,0.0,0.0
16016,Southern California Edison Co,Solar Photovoltaic Project #18,0.5,Solar Photovoltaic,SUN,PV,11.0,2012.0,CA,7.0,0.0,0.0
16017,Southern California Edison Co,Solar Photovoltaic Project #18,0.5,Solar Photovoltaic,SUN,PV,11.0,2012.0,CA,7.0,0.0,0.0
16018,Southern California Edison Co,Solar Photovoltaic Project #18,0.5,Solar Photovoltaic,SUN,PV,11.0,2012.0,CA,7.0,0.0,0.0
16019,Southern California Edison Co,Solar Photovoltaic Project #23,0.5,Solar Photovoltaic,SUN,PV,1.0,2013.0,CA,6.0,0.0,0.0
16020,Southern California Edison Co,Solar Photovoltaic Project #23,0.5,Solar Photovoltaic,SUN,PV,1.0,2013.0,CA,6.0,0.0,0.0
16021,Southern California Edison Co,Solar Photovoltaic Project #23,0.5,Solar Photovoltaic,SUN,PV,1.0,2013.0,CA,6.0,0.0,0.0
16022,Southern California Edison Co,Solar Photovoltaic Project #23,0.5,Solar Photovoltaic,SUN,PV,1.0,2013.0,CA,6.0,0.0,0.0
16023,Southern California Edison Co,Solar Photovoltaic Project #23,0.5,Solar Photovoltaic,SUN,PV,1.0,2013.0,CA,6.0,0.0,0.0
16024,Southern California Edison Co,Solar Photovoltaic Project #22,0.5,Solar Photovoltaic,SUN,PV,8.0,2011.0,CA,8.0,0.0,0.0
16025,Southern California Edison Co,Solar Photovoltaic Project #22,0.5,Solar Photovoltaic,SUN,PV,8.0,2011.0,CA,8.0,0.0,0.0
16026,Southern California Edison Co,Solar Photovoltaic Project #22,0.5,Solar Photovoltaic,SUN,PV,8.0,2011.0,CA,8.0,0.0,0.0
16027,Southern California Edison Co,Solar Photovoltaic Project #22,0.5,Solar Photovoltaic,SUN,PV,8.0,2011.0,CA,8.0,0.0,0.0
16030,Gainesville Regional Utilities,Deerhaven Renewable,116.1,Wood/Wood Waste Biomass,WDS,ST,12.0,2013.0,FL,6.0,0.07,8.127
16033,Southern California Edison Co,Solar Photovoltaic Project #26,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16034,Southern California Edison Co,Solar Photovoltaic Project #26,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16035,Southern California Edison Co,Solar Photovoltaic Project #26,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16036,Southern California Edison Co,Solar Photovoltaic Project #26,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16037,Southern California Edison Co,Solar Photovoltaic Project #26,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16038,Southern California Edison Co,Solar Photovoltaic Project #26,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16039,Southern California Edison Co,Solar Photovoltaic Project #26,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16040,Southern California Edison Co,Solar Photovoltaic Project #26,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16041,Southern California Edison Co,Solar Photovoltaic Project #26,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16042,Southern California Edison Co,Solar Photovoltaic Project #26,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16043,Southern California Edison Co,Solar Photovoltaic Project #26,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16044,Southern California Edison Co,Solar Photovoltaic Project #26,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16045,Southern California Edison Co,Solar Photovoltaic Project #27,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16046,Southern California Edison Co,Solar Photovoltaic Project #27,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16047,Southern California Edison Co,Solar Photovoltaic Project #27,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16048,Southern California Edison Co,Solar Photovoltaic Project #27,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16049,Southern California Edison Co,Solar Photovoltaic Project #28,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16050,Southern California Edison Co,Solar Photovoltaic Project #28,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16051,Southern California Edison Co,Solar Photovoltaic Project #28,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16052,Southern California Edison Co,Solar Photovoltaic Project #28,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16053,Southern California Edison Co,Solar Photovoltaic Project #28,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16054,Southern California Edison Co,Solar Photovoltaic Project #28,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16055,Southern California Edison Co,Solar Photovoltaic Project #28,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16056,Federated Rural Electric Assn,Welcome Wind Turbine,2.1,Onshore Wind Turbine,WND,WT,5.0,2008.0,MN,11.0,0.0,0.0
16059,"Wabash Valley Power Assn, Inc",Earthmovers LFGTE,0.8,Landfill Gas,LFG,IC,10.0,2010.0,IN,9.0,0.059,0.0472
16060,"Wabash Valley Power Assn, Inc",Earthmovers LFGTE,0.8,Landfill Gas,LFG,IC,10.0,2010.0,IN,9.0,0.059,0.0472
16061,"Wabash Valley Power Assn, Inc",Earthmovers LFGTE,0.8,Landfill Gas,LFG,IC,10.0,2010.0,IN,9.0,0.059,0.0472
16062,"Wabash Valley Power Assn, Inc",Earthmovers LFGTE,0.8,Landfill Gas,LFG,IC,10.0,2010.0,IN,9.0,0.059,0.0472
16063,"Wabash Valley Power Assn, Inc",Earthmovers LFGTE,0.8,Landfill Gas,LFG,IC,10.0,2010.0,IN,9.0,0.059,0.0472
16064,"Wabash Valley Power Assn, Inc",Earthmovers LFGTE,0.8,Landfill Gas,LFG,IC,10.0,2010.0,IN,9.0,0.059,0.0472
16065,Iowa Lakes Electric Coop,Lakota Wind Wind Farm,10.5,Onshore Wind Turbine,WND,WT,3.0,2009.0,IA,10.0,0.0,0.0
16066,Iowa Lakes Electric Coop,Iowa Lakes Superior Wind Farm,10.5,Onshore Wind Turbine,WND,WT,4.0,2009.0,IA,10.0,0.0,0.0
16084,Massachusetts Electric Co,Dorchester Solar Site,1.0,Solar Photovoltaic,SUN,PV,1.0,2012.0,MA,7.0,0.0,0.0
16090,Massachusetts Electric Co,Haverhill Solar Power Project,1.0,Solar Photovoltaic,SUN,PV,12.0,2010.0,MA,9.0,0.0,0.0
16091,Massachusetts Electric Co,NEDC Solar Site,1.0,Solar Photovoltaic,SUN,PV,6.0,2010.0,MA,9.0,0.0,0.0
16101,Oklahoma Gas & Electric Co,OU Spirit Wind Farm,101.2,Onshore Wind Turbine,WND,WT,12.0,2009.0,OK,10.0,0.0,0.0
16133,PacifiCorp,Dunlap,111.0,Onshore Wind Turbine,WND,WT,10.0,2010.0,WY,9.0,0.0,0.0
16139,Los Angeles Department of Water & Power,Adelanto Solar Project,10.0,Solar Photovoltaic,SUN,PV,6.0,2012.0,CA,7.0,0.0,0.0
16140,Los Angeles Department of Water & Power,Pine Tree Solar Project,8.5,Solar Photovoltaic,SUN,PV,3.0,2013.0,CA,6.0,0.0,0.0
16141,Los Angeles Department of Water & Power,Maclay Solar Project,2.2,Solar Photovoltaic,SUN,PV,4.0,2017.0,CA,2.0,0.0,0.0
16162,Oklahoma Gas & Electric Co,Crossroads Wind Farm,227.0,Onshore Wind Turbine,WND,WT,1.0,2012.0,OK,7.0,0.0,0.0
16164,"Duke Energy Carolinas, LLC",DE Solar 10240 Old Dowd Rd,1.9,Solar Photovoltaic,SUN,PV,9.0,2010.0,NC,9.0,0.0,0.0
16165,"Duke Energy Carolinas, LLC",DE Solar 657 Brigham Rd,1.3,Solar Photovoltaic,SUN,PV,4.0,2010.0,NC,9.0,0.0,0.0
16166,"Duke Energy Carolinas, LLC",DE Solar 1725 Drywall Dr,1.0,Solar Photovoltaic,SUN,PV,1.0,2010.0,NC,9.0,0.0,0.0
16170,Public Service Elec & Gas Co,Silver Lake Solar Farm,1.7,Solar Photovoltaic,SUN,PV,10.0,2010.0,NJ,9.0,0.0,0.0
16189,Public Service Elec & Gas Co,Trenton Solar Farm,1.0,Solar Photovoltaic,SUN,PV,10.0,2010.0,NJ,9.0,0.0,0.0
16234,Public Service Elec & Gas Co,Linden Solar Farm,2.7,Solar Photovoltaic,SUN,PV,12.0,2010.0,NJ,9.0,0.0,0.0
16235,Public Service Elec & Gas Co,Yardville Solar Farm,3.6,Solar Photovoltaic,SUN,PV,12.0,2010.0,NJ,9.0,0.0,0.0
16236,Public Service Elec & Gas Co,WEA Texas Bayonne,1.5,Solar Photovoltaic,SUN,PV,12.0,2010.0,NJ,9.0,0.0,0.0
16237,Public Service Elec & Gas Co,Matrix Buildings A&B (Perth Amboy) Solar,2.5,Solar Photovoltaic,SUN,PV,1.0,2011.0,NJ,8.0,0.0,0.0
16242,Tucson Electric Power Co,UASTP I,1.2,Solar Photovoltaic,SUN,PV,12.0,2010.0,AZ,9.0,0.0,0.0
16250,"American Mun Power-Ohio, Inc",Cannelton Hydroelectric Plant,29.3,Conventional Hydroelectric,WAT,HY,1.0,2016.0,KY,3.0,0.0,0.0
16251,"American Mun Power-Ohio, Inc",Cannelton Hydroelectric Plant,29.3,Conventional Hydroelectric,WAT,HY,3.0,2016.0,KY,3.0,0.0,0.0
16252,"American Mun Power-Ohio, Inc",Cannelton Hydroelectric Plant,29.3,Conventional Hydroelectric,WAT,HY,6.0,2016.0,KY,3.0,0.0,0.0
16253,"American Mun Power-Ohio, Inc",Smithland Hydroelectric Plant,25.3,Conventional Hydroelectric,WAT,HY,7.0,2017.0,KY,2.0,0.0,0.0
16254,"American Mun Power-Ohio, Inc",Smithland Hydroelectric Plant,25.3,Conventional Hydroelectric,WAT,HY,7.0,2017.0,KY,2.0,0.0,0.0
16255,"American Mun Power-Ohio, Inc",Smithland Hydroelectric Plant,25.3,Conventional Hydroelectric,WAT,HY,8.0,2017.0,KY,2.0,0.0,0.0
16256,"American Mun Power-Ohio, Inc",Willow Island Hydroelectric Plant,22.0,Conventional Hydroelectric,WAT,HY,1.0,2016.0,WV,3.0,0.0,0.0
16257,"American Mun Power-Ohio, Inc",Willow Island Hydroelectric Plant,22.0,Conventional Hydroelectric,WAT,HY,2.0,2016.0,WV,3.0,0.0,0.0
16288,DTE Electric Company,Gratiot Wind Park,102.0,Onshore Wind Turbine,WND,WT,11.0,2011.0,MI,8.0,0.0,0.0
16299,Minnesota Municipal Power Agny,Oak Glen Wind Farm,44.0,Onshore Wind Turbine,WND,WT,11.0,2011.0,MN,8.0,0.0,0.0
16317,Southern California Edison Co,Solar Photovoltaic Project #42,0.5,Solar Photovoltaic,SUN,PV,11.0,2012.0,CA,7.0,0.0,0.0
16318,Southern California Edison Co,Solar Photovoltaic Project #42,0.5,Solar Photovoltaic,SUN,PV,11.0,2012.0,CA,7.0,0.0,0.0
16319,Southern California Edison Co,Solar Photovoltaic Project #42,0.5,Solar Photovoltaic,SUN,PV,11.0,2012.0,CA,7.0,0.0,0.0
16320,Southern California Edison Co,Solar Photovoltaic Project #42,0.5,Solar Photovoltaic,SUN,PV,11.0,2012.0,CA,7.0,0.0,0.0
16321,Southern California Edison Co,Solar Photovoltaic Project #42,0.5,Solar Photovoltaic,SUN,PV,11.0,2012.0,CA,7.0,0.0,0.0
16322,Southern California Edison Co,Solar Photovoltaic Project #42,0.5,Solar Photovoltaic,SUN,PV,11.0,2012.0,CA,7.0,0.0,0.0
16323,Southern California Edison Co,Solar Photovoltaic Project #42,0.5,Solar Photovoltaic,SUN,PV,11.0,2012.0,CA,7.0,0.0,0.0
16324,Southern California Edison Co,Solar Photovoltaic Project #42,0.5,Solar Photovoltaic,SUN,PV,11.0,2012.0,CA,7.0,0.0,0.0
16325,Southern California Edison Co,Solar Photovoltaic Project #42,0.5,Solar Photovoltaic,SUN,PV,11.0,2012.0,CA,7.0,0.0,0.0
16326,Southern California Edison Co,Solar Photovoltaic Project #42,0.5,Solar Photovoltaic,SUN,PV,11.0,2012.0,CA,7.0,0.0,0.0
16381,"Tri-State G & T Assn, Inc",TSGT Mobile Generator #15,2.0,Petroleum Liquids,DFO,IC,12.0,2009.0,NM,10.0,0.08,0.16
16412,City of Burbank Water and Power,Tieton Dam Hydro Electric Project,6.9,Conventional Hydroelectric,WAT,HY,9.0,2006.0,WA,13.0,0.0,0.0
16413,City of Burbank Water and Power,Tieton Dam Hydro Electric Project,6.9,Conventional Hydroelectric,WAT,HY,9.0,2006.0,WA,13.0,0.0,0.0
16414,Pacific Gas & Electric Co.,Stroud Solar Station,20.0,Solar Photovoltaic,SUN,PV,9.0,2011.0,CA,8.0,0.0,0.0
16415,Pacific Gas & Electric Co.,Five Points Solar Station,15.0,Solar Photovoltaic,SUN,PV,9.0,2011.0,CA,8.0,0.0,0.0
16416,Pacific Gas & Electric Co.,Westside Solar Station,15.0,Solar Photovoltaic,SUN,PV,8.0,2011.0,CA,8.0,0.0,0.0
16417,MidAmerican Energy Co,Laurel Wind Farm,119.6,Onshore Wind Turbine,WND,WT,12.0,2011.0,IA,8.0,0.0,0.0
16418,MidAmerican Energy Co,Rolling Hills Wind Farm,443.9,Onshore Wind Turbine,WND,WT,12.0,2011.0,IA,8.0,0.0,0.0
16419,Gulf Power Co,Perdido,1.6,Landfill Gas,LFG,IC,10.0,2010.0,FL,9.0,0.059,0.0944
16420,Gulf Power Co,Perdido,1.6,Landfill Gas,LFG,IC,10.0,2010.0,FL,9.0,0.059,0.0944
16422,North Carolina Mun Power Agny #1,Monroe Generating Station,15.0,Natural Gas Fired Combustion Turbine,NG,GT,4.0,2010.0,NC,9.0,0.059,0.885
16423,North Carolina Mun Power Agny #1,Monroe Generating Station,15.0,Natural Gas Fired Combustion Turbine,NG,GT,4.0,2010.0,NC,9.0,0.059,0.885
16437,Pacific Gas & Electric Co.,Giffen,10.0,Solar Photovoltaic,SUN,PV,6.0,2012.0,CA,7.0,0.0,0.0
16438,Pacific Gas & Electric Co.,Cantua Solar Station,20.0,Solar Photovoltaic,SUN,PV,6.0,2012.0,CA,7.0,0.0,0.0
16439,Pacific Gas & Electric Co.,Huron Solar Station,20.0,Solar Photovoltaic,SUN,PV,6.0,2012.0,CA,7.0,0.0,0.0
16446,Southern California Edison Co,Solar Photovoltaic Project #32,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16447,Southern California Edison Co,Solar Photovoltaic Project #32,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16448,Southern California Edison Co,Solar Photovoltaic Project #32,0.5,Solar Photovoltaic,SUN,PV,2.0,2015.0,CA,4.0,0.0,0.0
16449,Southern California Edison Co,Solar Photovoltaic Project #33,0.5,Solar Photovoltaic,SUN,PV,1.0,2015.0,CA,4.0,0.0,0.0
16450,Southern California Edison Co,Solar Photovoltaic Project #33,0.5,Solar Photovoltaic,SUN,PV,1.0,2015.0,CA,4.0,0.0,0.0
16451,Southern California Edison Co,California State University San Bernardi,1.4,Other Natural Gas,NG,FC,9.0,2013.0,CA,6.0,0.059,0.08259999999999999
16461,"UNS Electric, Inc",La Senita,1.0,Solar Photovoltaic,SUN,PV,11.0,2011.0,AZ,8.0,0.0,0.0
16462,Sunnyvale City of WPCP,Sunnyvale City of WPCP,0.8,Landfill Gas,LFG,IC,11.0,1997.0,CA,22.0,0.059,0.0472
16463,Sunnyvale City of WPCP,Sunnyvale City of WPCP,0.8,Landfill Gas,LFG,IC,11.0,1997.0,CA,22.0,0.059,0.0472
16465,Arizona Public Service Co,Chino Solar Valley,19.0,Solar Photovoltaic,SUN,PV,12.0,2012.0,AZ,7.0,0.0,0.0
16466,Arizona Public Service Co,Cotton Center Solar,17.0,Solar Photovoltaic,SUN,PV,11.0,2011.0,AZ,8.0,0.0,0.0
16467,Arizona Public Service Co,Paloma Solar,17.6,Solar Photovoltaic,SUN,PV,9.0,2011.0,AZ,8.0,0.0,0.0
16468,Arizona Public Service Co,Hyder Solar,17.0,Solar Photovoltaic,SUN,PV,11.0,2011.0,AZ,8.0,0.0,0.0
16469,Arizona Public Service Co,Hyder Solar,5.0,Solar Photovoltaic,SUN,PV,2.0,2012.0,AZ,7.0,0.0,0.0
16476,PNM Resources,Albuquerque Solar Energy Center,2.0,Solar Photovoltaic,SUN,PV,4.0,2011.0,NM,8.0,0.0,0.0
16479,PNM Resources,Los Lunas Solar Energy Center,5.0,Solar Photovoltaic,SUN,PV,6.0,2011.0,NM,8.0,0.0,0.0
16480,PNM Resources,Los Lunas Solar Energy Center,2.0,Solar Photovoltaic,SUN,PV,10.0,2013.0,NM,6.0,0.0,0.0
16483,PNM Resources,Deming Solar Energy Center,5.0,Solar Photovoltaic,SUN,PV,8.0,2011.0,NM,8.0,0.0,0.0
16484,PNM Resources,Deming Solar Energy Center,4.0,Solar Photovoltaic,SUN,PV,11.0,2013.0,NM,6.0,0.0,0.0
16485,PNM Resources,Las Vegas Solar Energy Center,5.0,Solar Photovoltaic,SUN,PV,11.0,2011.0,NM,8.0,0.0,0.0
16486,PNM Resources,Alamogordo Solar Energy Center,5.0,Solar Photovoltaic,SUN,PV,10.0,2011.0,NM,8.0,0.0,0.0
16488,South San Joaquin Irr District,Robert O Schulz Solar Farm,0.9,Solar Photovoltaic,SUN,PV,5.0,2008.0,CA,11.0,0.0,0.0
16489,South San Joaquin Irr District,Robert O Schulz Solar Farm,0.4,Solar Photovoltaic,SUN,PV,5.0,2009.0,CA,10.0,0.0,0.0
16498,Golden Valley Elec Assn Inc,Battery Energy Storage System,40.0,Batteries,MWH,BA,12.0,2003.0,AK,16.0,0.0,0.0
16505,Public Service Elec & Gas Co,Matrix Stults Road Solar Facility,2.6,Solar Photovoltaic,SUN,PV,6.0,2011.0,NJ,8.0,0.0,0.0
16515,Connecticut Mun Elec Engy Coop,Bridge Street 1 & 2,2.6,Petroleum Liquids,DFO,IC,8.0,2010.0,CT,9.0,0.08,0.20800000000000002
16516,Connecticut Mun Elec Engy Coop,Bridge Street 1 & 2,2.6,Petroleum Liquids,DFO,IC,7.0,2010.0,CT,9.0,0.08,0.20800000000000002
16517,Connecticut Mun Elec Engy Coop,"Fort Hill 1, 2, 3 & 4",2.6,Petroleum Liquids,DFO,IC,8.0,2010.0,CT,9.0,0.08,0.20800000000000002
16518,Connecticut Mun Elec Engy Coop,"Fort Hill 1, 2, 3 & 4",2.6,Petroleum Liquids,DFO,IC,8.0,2010.0,CT,9.0,0.08,0.20800000000000002
16519,Connecticut Mun Elec Engy Coop,"Fort Hill 1, 2, 3 & 4",2.6,Petroleum Liquids,DFO,IC,8.0,2010.0,CT,9.0,0.08,0.20800000000000002
16520,Connecticut Mun Elec Engy Coop,"Fort Hill 1, 2, 3 & 4",2.6,Petroleum Liquids,DFO,IC,8.0,2010.0,CT,9.0,0.08,0.20800000000000002
16521,Connecticut Mun Elec Engy Coop,Fishers Island 1,2.6,Petroleum Liquids,DFO,IC,12.0,2010.0,NY,9.0,0.08,0.20800000000000002
16522,Connecticut Mun Elec Engy Coop,Gary Court 1 & 2,2.6,Petroleum Liquids,DFO,IC,7.0,2010.0,CT,9.0,0.08,0.20800000000000002
16523,Connecticut Mun Elec Engy Coop,Gary Court 1 & 2,2.6,Petroleum Liquids,DFO,IC,7.0,2010.0,CT,9.0,0.08,0.20800000000000002
16524,Connecticut Mun Elec Engy Coop,Jewett City 1,2.6,Petroleum Liquids,DFO,IC,2.0,2010.0,CT,9.0,0.08,0.20800000000000002
16525,Connecticut Mun Elec Engy Coop,LNG 1 & 2,2.6,Petroleum Liquids,DFO,IC,4.0,2010.0,CT,9.0,0.08,0.20800000000000002
16526,Connecticut Mun Elec Engy Coop,LNG 1 & 2,2.6,Petroleum Liquids,DFO,IC,4.0,2010.0,CT,9.0,0.08,0.20800000000000002
16527,Connecticut Mun Elec Engy Coop,Lebanon Pines 1 & 2,2.6,Petroleum Liquids,DFO,IC,4.0,2010.0,CT,9.0,0.08,0.20800000000000002
16528,Connecticut Mun Elec Engy Coop,Lebanon Pines 1 & 2,2.6,Petroleum Liquids,DFO,IC,4.0,2010.0,CT,9.0,0.08,0.20800000000000002
16529,Connecticut Mun Elec Engy Coop,Water Treatment 1 & 2,2.6,Petroleum Liquids,DFO,IC,10.0,2010.0,CT,9.0,0.08,0.20800000000000002
16530,Connecticut Mun Elec Engy Coop,Water Treatment 1 & 2,2.6,Petroleum Liquids,DFO,IC,10.0,2010.0,CT,9.0,0.08,0.20800000000000002
16531,City Of High Point,Eastside WWTP,1.8,Petroleum Liquids,DFO,IC,8.0,2004.0,NC,15.0,0.08,0.14400000000000002
16532,City Of High Point,Eastside WWTP,1.8,Petroleum Liquids,DFO,IC,8.0,2004.0,NC,15.0,0.08,0.14400000000000002
16533,City Of High Point,Eastside WWTP,1.8,Petroleum Liquids,DFO,IC,8.0,2004.0,NC,15.0,0.08,0.14400000000000002
16534,City Of High Point,Ward WTP,1.0,Petroleum Liquids,DFO,IC,2.0,1999.0,NC,20.0,0.08,0.08
16535,City Of High Point,Ward WTP,1.0,Petroleum Liquids,DFO,IC,2.0,1999.0,NC,20.0,0.08,0.08
16536,City Of High Point,Westside WWTP,1.8,Petroleum Liquids,DFO,IC,5.0,2005.0,NC,14.0,0.08,0.14400000000000002
16555,Los Angeles Department of Water & Power,Linden Wind Energy Project,50.0,Onshore Wind Turbine,WND,WT,6.0,2010.0,WA,9.0,0.0,0.0
16616,Western Massachusetts Electric Company,Indian Orchard PV Facility,2.3,Solar Photovoltaic,SUN,PV,12.0,2011.0,MA,8.0,0.0,0.0
16618,Western Massachusetts Electric Company,Silver Lake Solar Photovoltaic Facility,1.8,Solar Photovoltaic,SUN,PV,12.0,2010.0,MA,9.0,0.0,0.0
16629,Nevada Power Co,Goodsprings Waste Heat Recovery,7.5,All Other,WH,ST,11.0,2010.0,NV,9.0,0.0,0.0
16632,Third Taxing District of Norwalk,Norden 1-3,2.0,Petroleum Liquids,DFO,IC,6.0,2004.0,CT,15.0,0.08,0.16
16633,Third Taxing District of Norwalk,Norden 1-3,2.0,Petroleum Liquids,DFO,IC,6.0,2004.0,CT,15.0,0.08,0.16
16634,Third Taxing District of Norwalk,Norden 1-3,2.0,Petroleum Liquids,DFO,IC,6.0,2004.0,CT,15.0,0.08,0.16
16659,Black Hills Service Company LLC,Cheyenne Prairie Generating Station,40.0,Natural Gas Fired Combined Cycle,NG,CT,10.0,2014.0,WY,5.0,0.059,2.36
16660,Black Hills Service Company LLC,Cheyenne Prairie Generating Station,40.0,Natural Gas Fired Combined Cycle,NG,CT,10.0,2014.0,WY,5.0,0.059,2.36
16661,Black Hills Service Company LLC,Cheyenne Prairie Generating Station,20.0,Natural Gas Fired Combined Cycle,NG,CA,10.0,2014.0,WY,5.0,0.059,1.18
16662,Black Hills Service Company LLC,Cheyenne Prairie Generating Station,40.0,Natural Gas Fired Combustion Turbine,NG,GT,10.0,2014.0,WY,5.0,0.059,2.36
16679,City of Palo Alto,City of Palo Alto,1.1,Natural Gas Internal Combustion Engine,NG,IC,3.0,2002.0,CA,17.0,0.059,0.0649
16680,City of Palo Alto,City of Palo Alto,1.1,Natural Gas Internal Combustion Engine,NG,IC,3.0,2002.0,CA,17.0,0.059,0.0649
16681,City of Palo Alto,City of Palo Alto,1.1,Natural Gas Internal Combustion Engine,NG,IC,3.0,2002.0,CA,17.0,0.059,0.0649
16682,City of Palo Alto,City of Palo Alto,1.1,Natural Gas Internal Combustion Engine,NG,IC,3.0,2002.0,CA,17.0,0.059,0.0649
16686,Massachusetts Mun Wholes Electric Co,Berkshire Wind Power Project,15.0,Onshore Wind Turbine,WND,WT,5.0,2011.0,MA,8.0,0.0,0.0
16689,Public Service Elec & Gas Co,NJMC Landfill,2.5,Solar Photovoltaic,SUN,PV,12.0,2011.0,NJ,8.0,0.0,0.0
16691,Public Service Elec & Gas Co,Summit Associates,1.9,Solar Photovoltaic,SUN,PV,12.0,2011.0,NJ,8.0,0.0,0.0
16692,Public Service Elec & Gas Co,BlackRock-Matrix,2.5,Solar Photovoltaic,SUN,PV,3.0,2012.0,NJ,7.0,0.0,0.0
16693,Public Service Elec & Gas Co,Mill Creek Solar,3.5,Solar Photovoltaic,SUN,PV,12.0,2011.0,NJ,8.0,0.0,0.0
16694,San Diego County Water Auth,Lake Hodges Hydroelectric Facility,21.0,Hydroelectric Pumped Storage,WAT,PS,8.0,2012.0,CA,7.0,0.0,0.0
16695,San Diego County Water Auth,Lake Hodges Hydroelectric Facility,21.0,Hydroelectric Pumped Storage,WAT,PS,8.0,2012.0,CA,7.0,0.0,0.0
